"","Cruise","Station","Type","mon.day.yr","hh.mm","Longitude","Latitude","WCDepth","SampleDepth","QF.0","TEMP","QF.1","PSAL","QF.2","DOXY.umol.l.","QF.3","DateTime"
"2333209","ICES/58AAENQ679k ","0084","B","3/10/2005","00:02",6.3408,60.3903,854,25,0,7.24,0,32.9088,0,NA,NA,2005-03-10 00:02:00
"2691960","ICES/68CAOME620e ","9682","B","12/9/1997","05:07",-8.76170000000002,41.2317,32,20.5,0,16.053,0,35.342,0,NA,NA,1997-12-09 05:07:00
"2889994","ICES/77AR        ","0283","B","5/22/1991","04:00",12.955,55.6467,16,5,0,10.08,0,16.34,0,317.98,0,1991-05-22 04:00:00
"572388","ICES/35THENQ630c0","0213","B","11/28/1995","16:01",-6.61669999999998,47.8617,134,16,0,13.276,0,35.516,0,NA,NA,1995-11-28 16:01:00
"622648","ICES/35EUENQ630d0","0024","B","4/14/1997","20:02",5.17,42.9633,850,423,0,13.466,0,38.556,0,NA,NA,1997-04-14 20:02:00
"971196","ICES/06A3ENQ710c ","0601","B","5/18/1990","19:51",8.0667,57.7783,486,40,0,7.226,0,34.901,0,NA,NA,1990-05-18 19:51:00
"2736895","ICES/29GDENQ82400","RG13","B","9/20/1990","01:45",6.165,42.6233,2450,19.9,0,21.368,0,38.2076,0,NA,NA,1990-09-20 01:45:00
"2007592","ICES/58GSENQ484  ","0904","B","11/11/1996","21:51",4.4927,56.2607,63,5,0,9.323,0,34.7084,0,NA,NA,1996-11-11 21:51:00
"2777714","ICES/29GDENQ82407","0039","B","10/21/1992","20:38",2.3767,41.135,788,95,0,13.485,0,38.21,0,NA,NA,1992-10-21 20:38:00
"791465","ICES/35HTENQ630d0","0071","B","2/20/2000","10:20",3.9333,52.45,18,16,0,6.3577,0,34.9287,0,NA,NA,2000-02-20 10:20:00
"3094199","ICES/74CHENQ662B ","0054","B","11/21/1993","17:01",0.1173,53.543,16,5.5,0,6.477,0,27.672,0,312.18,0,1993-11-21 17:01:00
"2127956","ICES/58GSENQ679b ","1785","B","12/15/1999","09:38",8.2058,57.8488,523,200,0,8.179,0,35.1754,0,NA,NA,1999-12-15 09:38:00
"1813447","ICES/58MSENQ484  ","1007","B","10/13/1990","21:51",5.367,58.617,244,120,0,12.215,0,34.456,0,NA,NA,1990-10-13 21:51:00
"2074558","ICES/58AAVEI603CC","0014","B","10/4/1998","23:23",4.6843,62.6015,189,10,0,12.5043,0,32.9326,0,NA,NA,1998-10-04 23:23:00
"2168951","ICES/58JHENQ679c ","0348","B","4/22/2000","10:32",-3.66879999999998,62.0003,787,450,0,2.271,0,34.9077,0,NA,NA,2000-04-22 10:32:00
"1709885","ICES/64TDENQ495  ","0044","B","9/11/1996","18:28",0.507,54.2747,64,50.35,0,11.66,0,34.47,0,NA,NA,1996-09-11 18:28:00
"310151","ICES/26DAENQ720h ","0090","B","1/29/2004","18:56",15.2967,55.3867,87,45.5,0,8.073,0,11.5537,0,265.29,0,2004-01-29 18:56:00
"1215804","ICES/06AKENQ594a ","1904","B","7/20/1997","22:54",15.5167,55.1333,70,8,0,17.27,0,7.45,0,NA,NA,1997-07-20 22:54:00
"182920","ICES/26GTBMPM01  ","0190","B","11/4/1997","08:00",12.2833,54.4833,25,5,0,8.25,0,9.93,0,NA,NA,1997-11-04 08:00:00
"680847","ICES/35TTENQ630d4","0135","B","9/6/1997","10:15",5.2,43,1156,133,0,13.41,0,38.18,0,NA,NA,1997-09-06 10:15:00
"3458508","ICES/74SCENQ716ac","0647","B","11/25/2008","18:46",-6.99680000000001,57.15,134,25,0,10.87,0,34.442,0,NA,NA,2008-11-25 18:46:00
"572","ICES/11BEOME620  ","3132","B","4/22/1993","09:35",-7.26679999999999,47.4128,1900,275,0,11.463,0,35.593,0,244.74,0,1993-04-22 09:35:00
