"","Cruise","Station","Type","mon.day.yr","hh.mm","Longitude","Latitude","WCDepth","SampleDepth","QF.0","TEMP","QF.1","PSAL","QF.2","DOXY.umol.l.","QF.3","DateTime"
"723003","ICES/35LUENQ630d0","0050","B","7/28/1998","12:46",-11.5233,55.22,0,163,0,10.436,0,35.447,0,252.78,0,1998-07-28 12:46:00
"1923018","ICES/58MSENQ452  ","0988","B","10/24/1993","16:29",5.9833,58.0667,321,313,0,6.529,0,35.1961,0,NA,NA,1993-10-24 16:29:00
"2257078","ICES/58MSENQ679g ","0465","B","5/4/2002","11:08",1.0008,59.7488,120,40,0,7.638,0,35.2512,0,NA,NA,2002-05-04 11:08:00
"611895","ICES/35EUENQ630d0","0033","B","4/7/1997","11:49",5.2133,42.865,1507,950,0,13.242,0,38.507,0,NA,NA,1997-04-07 11:49:00
"495692","ICES/35LUENQ433-0","0009","B","11/28/1991","13:40",5.9998,41.5013,2540,75,0,13.343,0,38.28,0,NA,NA,1991-11-28 13:40:00
"2453567","ICES/58JHENQ679r ","0570","B","7/19/2008","08:36",2.752,59.2825,113,60,0,8.236,0,35.2861,0,NA,NA,2008-07-19 08:36:00
"1469625","ICES/45CEENQ762e ","3824","B","11/25/2006","01:24",-7.22919999999999,50.7967,104,90,0,10.5955,0,35.2051,0,NA,NA,2006-11-25 01:24:00
"2672052","ICES/68CACECIR_XV","0216","B","4/18/1990","21:35",-9.36669999999998,38.2683,2000,475,0,11.653,0,35.793,0,NA,NA,1990-04-18 21:35:00
"1166234","ICES/06MTENQ82495"," 70","B","1/12/1995","08:25",15.9515,35.8005,3600,450,0,14.033,0,38.815,0,NA,NA,1995-01-12 08:25:00
"662608","ICES/35LUENQ630d0","115s","B","8/1/1997","11:35",7.02,38.07,0,4,0,25.064,0,37.652,0,NA,NA,1997-08-01 11:35:00
"3037026","ICES/74CH        ","3019","B","5/12/1990","11:14",1.0685,53.0007,17,9,0,12.64,0,33.682,0,NA,NA,1990-05-12 11:14:00
"614015","ICES/35EUENQ630d0","05b3","B","4/7/1997","15:51",4.9917,42.8733,750,34,0,13.343,0,37.832,0,NA,NA,1997-04-07 15:51:00
"19359","ICES/26DA        ","4577","B","10/19/1990","10:01",9.1383,58.1717,506,29,0,11.15,0,34.395,0,NA,NA,1990-10-19 10:01:00
"1775177","ICES/58EJENQ484  ","0486","B","4/18/1990","04:07",3.217,59.283,143,80,0,8.108,0,NA,NA,NA,NA,1990-04-18 04:07:00
"1960691","ICES/58GDENQ491  ","0388","B","9/23/1995","09:00",9.7167,59.0333,101,5,0,15.361,0,22.77,0,225.09,0,1995-09-23 09:00:00
"3141619","ICES/74ABSES620a ","6468","B","5/20/1995","15:54",-9.17169999999999,56.5152,670,401,0,9.299,0,35.359,0,NA,NA,1995-05-20 15:54:00
"3137183","ICES/74ABENQ662a/","5948","B","4/30/1995","10:35",-9.31670000000003,57.0667,822,35,0,9.298,0,35.358,0,NA,NA,1995-04-30 10:35:00
"180653","ICES/26DAENQ685  ","5115","B","8/2/1997","19:19",3.9132,55.907,53,20,0,13.13,0,34.794,0,NA,NA,1997-08-02 19:19:00
"538659","ICES/35GPENQ630c4","2622","B","8/22/1994","07:14",7.3913,43.6412,0,45.8,0,15.528,0,38.088,0,NA,NA,1994-08-22 07:14:00
"2730908","ICES/29FNENQ82400","0025","B","11/15/1990","22:00",0.925,38.8367,575,55,0,15.84,0,37.04,0,NA,NA,1990-11-15 22:00:00
"2274089","ICES/58AAENQ679s ","0669","B","10/23/2003","02:11",5.0913,60.7122,312,10,0,10.967,0,31.6054,0,NA,NA,2003-10-23 02:11:00
"123779","ICES/26MHENQ1047 ","0100","B","4/14/1994","18:55",-9.44999999999999,60.9333,364,180,0,7.389,0,35.1981,0,NA,NA,1994-04-14 18:55:00
"2683470","ICES/68AUOME620  ","8562","B","6/15/1995","13:49",-9.27319999999997,38.4617,196,31,0,14.83,0,36.075,0,NA,NA,1995-06-15 13:49:00
"2948987","ICES/7799ENQ719ai","0157","B","8/2/2000","08:55",11.4333,58.258,62,50,0,9.6,0,33.694,0,155.87,0,2000-08-02 08:55:00
"2395780","ICES/58JHENQ679p ","1049","B","11/19/2006","12:10",4.5122,62.3023,150,40,0,10.253,0,34.1705,0,NA,NA,2006-11-19 12:10:00
"3379847","ICES/74SCENQ716r ","0287","B","5/27/2004","12:17",-9.69749999999999,59.2253,904,85,0,9.69,0,35.409,0,NA,NA,2004-05-27 12:17:00
"693645","ICES/35TTENQ630d4","0192","B","9/8/1997","13:12",5.0833,43.25,95,53,0,14.82,0,37.94,0,NA,NA,1997-09-08 13:12:00
"1200264","ICES/07ALENQ404B ","8680","B","2/16/1996","10:02",16.0067,55.5033,80,50,0,1.95,0,7.52,0,401.05,0,1996-02-16 10:02:00
"1658046","ICES/48URENQ82495","0E01","B","8/16/1995","06:46",14.013,42.7445,12,5,0,26.131,0,35.925,0,NA,NA,1995-08-16 06:46:00
"1256403","ICES/06GAENQ710i ","1021","B","2/17/2000","09:44",5.3783,55.1,43,20,0,6.085,0,34.967,0,NA,NA,2000-02-17 09:44:00
"2188207","ICES/58AATRA795d ","0105","B","6/14/2001","18:34",-4.98469999999998,60.4487,980,70,0,9.3594,0,35.313,0,295.21,0,2001-06-14 18:34:00
"2347945","ICES/58AAENQ679m ","1114","B","11/10/2005","20:14",5.6048,62.0713,103,80,0,7.879,0,34.8948,0,NA,NA,2005-11-10 20:14:00
"2327657","ICES/58JHENQ679j ","0658","B","7/10/2004","01:01",8.367,57.5482,121,5,0,14.12,0,31.6896,0,NA,NA,2004-07-10 01:01:00
"3459741","ICES/74SCENQ716ac","0689","B","12/10/2008","18:12",-3.16669999999999,61.3513,1341,15,0,9.42,0,35.389,0,NA,NA,2008-12-10 18:12:00
"1044757","ICES/06AKENQ710c ","0078","B","9/7/1992","03:17",-10.3052,36.9668,3700,425,0,11.775,0,35.635,0,NA,NA,1992-09-07 03:17:00
"2222016","ICES/58MSENQ679e ","0959","B","7/14/2001","05:08",4.0078,59.0342,291,275,0,6.479,0,35.151,0,NA,NA,2001-07-14 05:08:00
"995227","ICES/062ZENQ82491","0076","B","8/10/1991","17:10",12.1095,41.512,528,267.6,0,13.972,0,38.619,0,194.72,0,1991-08-10 17:10:00
"2033923","ICES/58MSENQ484  ","1035","B","10/19/1996","20:23",10.4295,58.3547,320,180,0,7.089,0,35.0919,0,NA,NA,1996-10-19 20:23:00
"87407","ICES/26DA        ","3504","B","10/20/1993","13:04",3.5633,57.3833,63,17,0,9.51,0,34.572,0,NA,NA,1993-10-20 13:04:00
"2783314","ICES/29CSENQ777  ","0020","B","5/14/1993","03:25",-10.6645,42.2472,2603,30,0,14.7193,0,NA,NA,NA,NA,1993-05-14 03:25:00
"515473","ICES/35GPENQ54700","0B04","B","9/3/1993","16:05",3.6,42.45,734,5,0,20.084,0,37.939,0,NA,NA,1993-09-03 16:05:00
"2811600","ICES/29CSENQ516  ","0046","B","4/4/1995","10:58",-8.50130000000001,43.8732,266,46,0,12.69,0,35.549,0,NA,NA,1995-04-04 10:58:00
"3225478","ICES/74TCSES620a ","8408","B","8/20/1996","16:52",-9.01819999999998,56.5432,0,85,0,10.38,0,NA,NA,NA,NA,1996-08-20 16:52:00
"3368302","ICES/74CUENQ716ra","0186","B","4/19/2004","12:35",-1.20519999999999,60.1788,5,4,0,8.19,0,34.994,0,NA,NA,2004-04-19 12:35:00
"2858620","ICES/902BENQ82401","0009","B","1/24/1990","11:30",1.6667,36.9667,5760,101,0,13.66,0,38.086,0,NA,NA,1990-01-24 11:30:00
"2236909","ICES/58GSENQ679f ","0745","B","7/1/2002","06:12",2.0023,56.9983,93,90,0,7.324,0,35.0044,0,NA,NA,2002-07-01 06:12:00
"1674471","ICES/48UDENQ82497","D060","B","9/12/1997","00:00",12.533,45.122,23,5.5,0,25.224,0,34.205,0,194.72,0,1997-09-12 00:00:00
"3451850","ICES/74SCENQ716ac","0312","B","5/22/2008","15:17",-10.6712,57.3613,2128,75,0,10.58,0,35.462,0,NA,NA,2008-05-22 15:17:00
"628893","ICES/35EUENQ630d0","0095","B","4/23/1997","21:08",4.835,42.6867,1271,1158,0,13.015,0,38.444,0,NA,NA,1997-04-23 21:08:00
"3279893","ICES/74SCENQ716f ","0443","B","11/17/1999","18:53",-9.25819999999999,55.4667,125,70,0,11.77,0,35.292,0,NA,NA,1999-11-17 18:53:00
"3316171","ICES/74SCENQ716k ","0366","B","8/14/2001","19:13",-0.825300000000027,56.6677,72,20,0,14,0,34.508,0,NA,NA,2001-08-14 19:13:00
"3272691","ICES/74SCENQ716g ","0170","B","5/8/1999","10:09",-5.80919999999998,60.3773,624,35,0,8.5,0,35.307,0,NA,NA,1999-05-08 10:09:00
"2184379","ICES/58MSENQ679d ","1355","B","10/22/2000","12:39",5.5235,58.0482,268,35,0,12.665,0,34.4914,0,NA,NA,2000-10-22 12:39:00
"1189949","ICES/06AKENQ594a ","1264","B","5/17/1996","05:20",16,54.95,74,18,0,4.84,0,7.4,0,NA,NA,1996-05-17 05:20:00
"1254506","ICES/06WHENQ710ak","0005","B","12/1/1999","13:23",0.6815,50.752,36,20,0,11.26,0,35.19,0,NA,NA,1999-12-01 13:23:00
"2277368","ICES/58AAENQ679r ","0787","B","12/6/2003","13:37",6.978,62.8617,215,180,0,8.177,0,34.6131,0,NA,NA,2003-12-06 13:37:00
"3159035","ICES/74CHSES620a ","7270","B","8/27/1995","03:50",-9.46469999999999,55.7475,808,51,0,12.416,0,35.367,0,274.22,0,1995-08-27 03:50:00
"824045","ICES/35TTENQ630k4","10CB","B","5/4/2001","01:29",4.7725,43.2155,0,21,0,13.447,0,37.547,0,NA,NA,2001-05-04 01:29:00
"2865592","ICES/90LW        ","0033","B","5/27/1990","23:43",9.2917,58.3867,420,180,0,7.44,0,35.141,0,NA,NA,1990-05-27 23:43:00
"730345","ICES/35GDENQ630d0","0750","B","9/6/1999","11:00",-4.8997,44.1667,1001,52,0,14.07,0,35.65,0,NA,NA,1999-09-06 11:00:00
"2106806","ICES/58MSENQ679a ","0965","B","10/13/1998","02:39",7.5175,57.586,286,160,0,7.887,0,35.2619,0,NA,NA,1998-10-13 02:39:00
"2109949","ICES/58AAVEI603CC","0007","B","3/23/1999","22:22",4.4367,62.7133,190,70,0,7.4636,0,34.9287,0,NA,NA,1999-03-23 22:22:00
"746490","ICES/35HTENQ630e0","0024","B","9/18/1999","13:23",13.3182,36.4767,1688,559,0,13.77,0,38.76,0,191.15,0,1999-09-18 13:23:00
"1304885","ICES/06NRENQ608cg","0557","B","3/31/2004","11:20",11.695,54.2017,23,1.5,0,4.9,0,13.2,0,375.15,0,2004-03-31 11:20:00
"2924579","ICES/77ARENQ628a ","0118","B","2/15/1996","05:30",10.8383,58.64,81,75,0,6.89,0,35.111,0,243.4,0,1996-02-15 05:30:00
"2983857","ICES/77STENQ719ai","0097","B","5/11/2004","06:10",14.8242,56.112,26,4,0,9.42,0,NA,NA,NA,NA,2004-05-11 06:10:00
"2973817","ICES/77ARENQ719o ","0747","B","11/27/2003","09:25",14.6408,55.6327,62,5,0,8.04,0,7.325,0,NA,NA,2003-11-27 09:25:00
"1491468","ICES/45CEENQ762e ","4887","B","5/27/2008","20:19",-11.1667,53.0003,140,65,0,10.2806,0,35.4216,0,NA,NA,2008-05-27 20:19:00
"2092476","ICES/58JHENQ679a ","0748","B","10/23/1998","00:27",3.1658,60.626,226,95,0,9.82,0,35.3576,0,NA,NA,1998-10-23 00:27:00
"3163012","ICES/74CHSES620a ","7052","B","11/19/1995","03:38",-9.02929999999998,56.6657,518,95,0,10.924,0,35.386,0,NA,NA,1995-11-19 03:38:00
"2395371","ICES/58JHENQ679p ","0977","B","10/17/2006","00:47",3.0068,61.661,403,375,0,6.645,0,35.1657,0,NA,NA,2006-10-17 00:47:00
"1253177","ICES/06WHENQ710f/","0047","B","7/26/1999","08:48",2.5997,60.3338,93,35,0,9.652,0,35.225,0,NA,NA,1999-07-26 08:48:00
"3117179","ICES/74CHENQ516a ","0035","B","8/20/1994","00:30",-12.05,56.7833,0,45,0,12.802,0,35.304,0,NA,NA,1994-08-20 00:30:00
"609908","ICES/35EUENQ630d0","0H31","B","4/5/1997","11:24",5.2145,42.8652,0,480,0,13.441,0,38.58,0,NA,NA,1997-04-05 11:24:00
"2967097","ICES/77SNENQ719ai","0111","B","8/6/2002","05:30",11.4033,58.343,48,30,0,14.74,0,32.501,0,122.82,0,2002-08-06 05:30:00
"2808114","ICES/29FNENQ82400","0040","B","7/12/1994","15:27",-6.5333,36.6,44,15,0,21.729,0,36.231,0,NA,NA,1994-07-12 15:27:00
"1645476","ICES/48URENQ82495","0103","B","4/30/1995","21:10",12.6785,44.7338,32,23.4,0,10.671,0,37.468,0,NA,NA,1995-04-30 21:10:00
"579597","ICES/35TTENQ630c4","3020","B","4/13/1995","08:35",7.4395,43.6182,0,375.3,0,13.348,0,38.501,0,NA,NA,1995-04-13 08:35:00
"2444078","ICES/58AAENQ679s ","1019","B","10/16/2008","23:22",3.2823,60.7488,331,65,0,10.848,0,35.3035,0,NA,NA,2008-10-16 23:22:00
"2647676","ICES/67BC00000000","0524","B","10/9/1994","20:36",15.6667,55.8333,75,60,0,7.8,0,14.88,0,NA,NA,1994-10-09 20:36:00
"617524","ICES/35EUENQ630d0","0094","B","4/14/1997","09:59",4.835,42.6867,1271,946,0,13.19,0,38.495,0,NA,NA,1997-04-14 09:59:00
"3091205","ICES/74CHENQ662  ","6248","B","5/22/1993","23:03",-5.33330000000001,55.8433,175,35,0,8.107,0,33.056,0,NA,NA,1993-05-22 23:03:00
"3375908","ICES/74SCENQ716r ","0205","B","5/19/2004","21:31",-9.24770000000001,60.254,1685,525,0,8.58,0,35.313,0,NA,NA,2004-05-19 21:31:00
"3185286","ICES/74SCENQ716h ","0214","B","9/17/1995","14:29",-6.36380000000003,61.2003,234,25,0,10.66,0,35.1,0,NA,NA,1995-09-17 14:29:00
"1340812","ICES/06AKENQ594e ","0955","B","7/19/2006","05:01",12.224,56.308,30,30,0,5.855,0,33.91,0,189.36,0,2006-07-19 05:01:00
"1728810","ICES/64PEENQ593i ","53_1","B","5/14/2002","08:21",8.502,57.5,0,35,0,7.1219,0,34.7378,0,NA,NA,2002-05-14 08:21:00
"1321607","ICES/06GAENQ710ai","0640","B","5/11/2005","10:18",12.2173,54.4667,27,18,0,8.06,0,15.816,0,326.47,0,2005-05-11 10:18:00
"794349","ICES/35HTENQ630g0","0409","B","4/29/2000","17:33",-3.06599999999997,45.9103,114,31,0,12.288,0,35.564,0,265.29,0,2000-04-29 17:33:00
"2991238","ICES/77STENQ719ai","0286","B","12/13/2005","16:12",14.5138,55.983,13,12,0,4.58,0,7.707,0,376.04,0,2005-12-13 16:12:00
"689292","ICES/35TTENQ630d4","0182","B","9/8/1997","04:00",5.2,43.2833,74,37,0,15.65,0,37.93,0,NA,NA,1997-09-08 04:00:00
"2811422","ICES/29CSENQ516  ","0125","B","4/2/1995","22:30",-9.95170000000002,43.6243,2507,700,0,10.29,0,35.671,0,NA,NA,1995-04-02 22:30:00
"2440654","ICES/58AAENQ679s ","0553","B","6/5/2008","19:04",-8.53030000000001,61.6088,819,450,0,8.255,0,35.2858,0,NA,NA,2008-06-05 19:04:00
"718645","ICES/35HTENQ630d0","0415","B","10/27/1998","14:20",-4.58350000000002,46.895,138,5,0,14.82,0,35.55,0,NA,NA,1998-10-27 14:20:00
"2734667","ICES/29GDENQ82477","0010","B","3/9/1990","10:33",-1.96170000000001,36.1417,1294,70,0,15.504,0,36.634,0,NA,NA,1990-03-09 10:33:00
"3305850","ICES/74CUENQ716k ","0086","B","3/15/2001","17:02",-2.0138,56.963,62,10,0,5.63,0,34.388,0,NA,NA,2001-03-15 17:02:00
"322902","ICES/26fyENQ503k ","0055","B","3/22/2004","10:16",10.862,55.5077,34,20,0,4.27,0,25.97,0,306.37,0,2004-03-22 10:16:00
"647657","ICES/35HTENQ82400","0044","B","9/8/1997","09:10",-5.30450000000002,36.0337,830,200,0,13.1845,0,38.3639,0,NA,NA,1997-09-08 09:10:00
"2676489","ICES/68AUOME620  ","7570","B","12/1/1994","10:02",-8.98849999999999,38.4393,68,60.5,0,16.95,0,36.07,0,NA,NA,1994-12-01 10:02:00
"2936514","ICES/77ARENQ719a ","0116","B","2/6/1998","10:00",11.6383,57.5678,39,15,0,3.04,0,28.355,0,NA,NA,1998-02-06 10:00:00
"1301232","ICES/06GAENQ567am","0016","B","2/2/2004","07:55",6.4183,53.675,0,5,0,5.641,0,31.966,0,NA,NA,2004-02-02 07:55:00
"1996533","ICES/58MSENQ484  ","0854","B","11/12/1995","06:25",5.5755,60.8728,27,20,0,11.135,0,31.9907,0,NA,NA,1995-11-12 06:25:00
"794290","ICES/35HTENQ630g0","0408","B","4/29/2000","15:08",-2.74979999999999,46.0335,105,72,0,11.98,0,35.51,0,250.55,0,2000-04-29 15:08:00
"2744930","ICES/29GDENQ82407","0039","B","4/12/1991","19:23",2.875,41.1817,1440,40,0,13.652,0,38.117,0,NA,NA,1991-04-12 19:23:00
"2098987","ICES/58MSENQ679  ","0042","B","1/30/1998","17:05",-1.31670000000003,59.2847,110,40,0,8.676,0,35.2089,0,NA,NA,1998-01-30 17:05:00
"2819648","ICES/29MDOME620  ","8188","B","7/14/1995","12:00",-8.95319999999998,42.1467,80,0.5,0,18.577,0,35.554,0,NA,NA,1995-07-14 12:00:00
"1125804","ICES/07PEENQ540B ","3694","B","3/27/1994","08:17",15.7967,55.3017,97,32,0,2.237,0,7.451,0,401.05,0,1994-03-27 08:17:00
"687490","ICES/35TTENQ630d4","0167","B","9/7/1997","10:59",4.6167,43,122,74,0,14.4,0,38.02,0,NA,NA,1997-09-07 10:59:00
"36590","ICES/26DA        ","3507","B","8/18/1991","07:59",6.8033,56.5533,42,6,0,16.41,0,34.45,0,NA,NA,1991-08-18 07:59:00
"232583","ICES/26MHENQ1047 ","0106","B","6/18/1999","17:20",-6.75,62.4333,92,35,0,8.1917,0,35.186,0,NA,NA,1999-06-18 17:20:00
"3323472","ICES/74CUENQ716l ","0079","B","4/29/2002","14:02",-5.6807,57.5438,129,35,0,8.49,0,34.365,0,NA,NA,2002-04-29 14:02:00
"2915218","ICES/7799ENQ719ai","0318","B","3/8/1995","10:00",11.9883,57.303,26,10,0,3.1,0,20.8,0,446.61,0,1995-03-08 10:00:00
"905212","ICES/35TTENQ630k4","0021","B","2/25/2005","12:10",7.8965,43.3778,0,100,0,13.1641,0,38.5078,0,NA,NA,2005-02-25 12:10:00
"3267150","ICES/74RYENQ512x ","0032","B","10/24/1999","03:24",1.4993,55.5007,65,30,0,11.232,0,34.653,0,NA,NA,1999-10-24 03:24:00
"2935873","ICES/7799ENQ719ai","0393","B","12/1/1998","00:00",12.9412,55.325,20,5,0,5,0,7.4,0,388.55,0,1998-12-01 00:00:00
"464548","ICES/35KRENQ54701","0009","B","11/28/1990","12:48",7.535,43.359,0,90,0,13.371,0,38.274,0,NA,NA,1990-11-28 12:48:00
"3080472","ICES/74RYMAFF    ","0012","B","3/3/1992","14:30",-3.6223,54.551,14,3,0,6.536,0,NA,NA,NA,NA,1992-03-03 14:30:00
"2402012","ICES/58AAENQ679q ","0183","B","2/20/2007","06:38",8.1968,57.8498,525,200,0,8.306,0,35.1483,0,NA,NA,2007-02-20 06:38:00
"2987143","ICES/77ARENQ719x ","0383","B","8/8/2005","17:50",10.725,58.2667,202,100,0,7.79,0,35.222,0,NA,NA,2005-08-08 17:50:00
"551927","ICES/35TTENQ630b4","0010","B","8/21/1994","00:00",7.8522,43.4277,0,160,0,13.267,0,38.471,0,NA,NA,1994-08-21 00:00:00
"341359","ICES/26GTENQ503m ","0124","B","10/18/2005","12:08",10.7667,54.7,33,32,0,13.63,0,25.59,0,49.57,0,2005-10-18 12:08:00
"2396869","ICES/58JHENQ679p ","1104","B","11/29/2006","17:08",1.601,56.9967,98,75,0,9.988,0,35.1419,0,NA,NA,2006-11-29 17:08:00
"1447491","ICES/45CVENQ762e ","2544","B","3/24/2003","12:45",-6.05770000000001,53.296,30,2,0,8.3311,0,34.1397,0,NA,NA,2003-03-24 12:45:00
"2899242","ICES/77CBENQ719ai","0070","B","11/2/1992","13:40",11.5467,58.323,119,110,0,6.54,0,34.46,0,74.14,0,1992-11-02 13:40:00
"1293475","ICES/06WHENQ710m ","0064","B","1/21/2003","07:23",3.2168,59.4117,145,5,0,8.61,0,35.287,0,NA,NA,2003-01-21 07:23:00
"2406231","ICES/58AAENQ679q ","0283","B","3/6/2007","04:41",6.798,61.1703,460,120,0,8.685,0,34.8796,0,NA,NA,2007-03-06 04:41:00
"1892369","ICES/58GD        ","0266","B","9/27/1993","12:00",10.55,58.9667,165,100,0,7.11,0,35.086,0,250.1,0,1993-09-27 12:00:00
"1998012","ICES/58GDENQ611  ","0043","B","3/4/1996","08:00",8.9833,58.2667,400,20,0,4.802,0,32.592,0,313.52,0,1996-03-04 08:00:00
"3349684","ICES/74SCENQ716n ","0233","B","4/19/2003","00:50",-12.6315,57.5323,1651,400,0,9.87,0,35.426,0,NA,NA,2003-04-19 00:50:00
"1266753","ICES/06GAENQ710ab","4004","B","2/22/2001","05:55",7.83,54.1433,50,10,0,4.619,0,32.704,0,NA,NA,2001-02-22 05:55:00
"1653007","ICES/48URENQ82400","7181","B","7/18/1995","08:32",7.8733,39.9997,1495,405,0,13.547,0,38.563,0,181.77,0,1995-07-18 08:32:00
"1354582","ICES/06WHENQ710ak","0797","B","8/4/2006","07:28",-0.240799999999979,55.3148,74,20,0,12.17,0,35.022,0,NA,NA,2006-08-04 07:28:00
"62871","ICES/26DA        ","2539","B","5/25/1992","07:56",3.3967,55.9983,69,11,0,10.59,0,35.093,0,NA,NA,1992-05-25 07:56:00
"1322384","ICES/06GAENQ710ai","0661","B","5/13/2005","02:18",15.7963,55.3013,97,68,0,5.66,0,13.311,0,227.77,0,2005-05-13 02:18:00
"1876336","ICES/58JHENQ452  ","0286","B","4/4/1992","07:23",-3.4982,60.921,958,300,0,6.591,0,35.1381,0,NA,NA,1992-04-04 07:23:00
"2294861","ICES/58JHENQ679i ","0925","B","11/6/2003","08:54",5.9402,62.0883,181,40,0,10.762,0,33.1101,0,NA,NA,2003-11-06 08:54:00
"1006081","ICES/07ALENQ591  ","4081","B","10/8/1991","00:16",-9.66669999999999,40,457,5.4,0,18.7771,0,35.931,0,NA,NA,1991-10-08 00:16:00
"881608","ICES/35TTENQ630n4","1310","B","6/9/2004","21:26",5.5167,43.1,0,138,0,13.33,0,38.18,0,232.68,0,2004-06-09 21:26:00
"2852891","ICES/29CSENQ82400","0070","B","2/21/1999","12:50",-6.99919999999997,36.6592,452,96.9,0,15.8311,0,36.3198,0,NA,NA,1999-02-21 12:50:00
"3177809","ICES/74CUENQ455  ","0109","B","5/6/1995","10:48",-7.29480000000001,56.6032,200,60,0,9.13,0,35.224,0,NA,NA,1995-05-06 10:48:00
"2245426","ICES/58JHENQ679f ","0279","B","4/18/2002","08:54",-6.76670000000001,60.5235,443,10,0,8.399,0,35.2836,0,NA,NA,2002-04-18 08:54:00
"2128731","ICES/58JHENQ679b ","0199","B","3/24/1999","03:20",-11.0002,48.9968,710,10,0,11.641,0,35.5956,0,NA,NA,1999-03-24 03:20:00
"1369690","ICES/06WHENQ710ak","0783","B","7/25/2007","12:30",2.5198,58.75,109,20,0,13.31,0,35.062,0,NA,NA,2007-07-25 12:30:00
"1773668","ICES/58EJENQ484  ","0159","B","2/22/1990","18:40",5.447,62.092,225,180,0,8.243,0,34.5788,0,NA,NA,1990-02-22 18:40:00
"2643868","ICES/67CEPAS - 92","0092","B","7/16/1991","10:08",-5.55000000000001,61.5167,210,80,0,7.5356,0,35.2038,0,NA,NA,1991-07-16 10:08:00
"1236117","ICES/06POOME620e ","5614","B","3/8/1998","12:35",-9.5095,42.5493,1101,161,0,14.4828,0,35.95399,0,NA,NA,1998-03-08 12:35:00
"2039882","ICES/58GDENQ611  ","0298","B","9/10/1997","07:00",8.8167,58.3833,105,5,0,18.061,0,31.256,0,246.08,0,1997-09-10 07:00:00
"624906","ICES/35EUENQ630d0","0065","B","4/23/1997","14:31",5.0367,42.8,1358,288,0,13.486,0,38.545,0,NA,NA,1997-04-23 14:31:00
"2642199","ICES/67CE0012    ","0055","B","5/17/1991","05:39",8.1667,57.9167,471,406,0,5.78,0,35.023,0,NA,NA,1991-05-17 05:39:00
"1020207","ICES/06HFENQ591  ","0961","B","4/4/1991","10:40",-9.25830000000002,40.3333,117,2.1,0,13.6639,0,35.3124,0,261,0,1991-04-04 10:40:00
"3146347","ICES/74ABOME620  ","0296","B","6/13/1995","22:53",-11.3323,48.3343,3321,25,0,13.011,0,35.588,0,268.86,0,1995-06-13 22:53:00
"2103312","ICES/58MSENQ679  ","0431","B","4/19/1998","10:52",4.7527,62.2472,149,20,0,6.278,0,33.6096,0,NA,NA,1998-04-19 10:52:00
"3198712","ICES/74CHSES620a ","9954","B","2/27/1996","23:43",-11.0645,54.5433,749,75,0,9.87,0,35.4,0,268.41,0,1996-02-27 23:43:00
"19032","ICES/26DA        ","4567","B","10/18/1990","23:22",8.0067,57.55,189,28,0,11.44,0,34.414,0,NA,NA,1990-10-18 23:22:00
"2246728","ICES/58JHENQ679f ","0314","B","4/28/2002","16:14",4.3375,59.524,263,20,0,5.931,0,31.4763,0,NA,NA,2002-04-28 16:14:00
"3092568","ICES/74CHENQ662  ","7995","B","9/10/1993","05:08",-6.44999999999999,56.7333,0,70,0,10.918,0,34.996,0,NA,NA,1993-09-10 05:08:00
"2292041","ICES/58JHENQ679h ","0267","B","4/22/2003","05:03",-9.73349999999999,60.2437,1115,550,0,8.787,0,35.2973,0,NA,NA,2003-04-22 05:03:00
"1674965","ICES/48UDENQ82497","E100","B","9/17/1997","00:00",13.007,44.955,31,28.5,0,13.496,0,37.381,0,NA,NA,1997-09-17 00:00:00
"13923","ICES/26DA1       ","0590","B","3/21/1990","16:04",15.4917,55.2833,96,66,0,7.69,0,12.422,0,NA,NA,1990-03-21 16:04:00
"3457395","ICES/74SCENQ716ac","0595","B","11/10/2008","15:28",-5.577,58.522,133,25,0,11.27,0,34.683,0,NA,NA,2008-11-10 15:28:00
"100784","ICES/26MHENQ1047 ","0025","B","8/15/1993","05:45",-8.20780000000002,60.8482,220,40,0,9.3974,0,35.2075,0,NA,NA,1993-08-15 05:45:00
"2653130","ICES/67BCENQ613a ","0111","B","4/27/2004","10:30",14.7535,55.4587,68,20,0,3.94,0,8.17,0,363.99,0,2004-04-27 10:30:00
"1704797","ICES/64TMSES620a ","8524","B","9/3/1995","19:28",-9.03320000000002,56.6898,560,121,0,10.071,0,35.36,0,NA,NA,1995-09-03 19:28:00
"3064202","ICES/74CHENQ413CH","0013","B","7/2/1991","14:58",-9.00170000000003,57.0017,136,31,0,11.146,0,35.341,0,NA,NA,1991-07-02 14:58:00
"3101381","ICES/74DSENQ662c ","1201","B","7/11/1993","11:35",11.5927,37.5695,631,91,0,14.705,0,37.457,0,263.95,0,1993-07-11 11:35:00
"1484015","ICES/45CVENQ762e ","4090","B","2/12/2007","14:21",-9.2063,53.1583,23,5,0,8.0404,0,32.9642,0,NA,NA,2007-02-12 14:21:00
"2269493","ICES/58AAENQ679h ","0494","B","4/28/2003","10:57",4.997,59.2593,130,40,0,5.966,0,33.7786,0,NA,NA,2003-04-28 10:57:00
"3320087","ICES/74SCENQ716k ","0494","B","11/3/2001","16:52",-7.5718,55.4602,64,15,0,13.14,0,35.007,0,NA,NA,2001-11-03 16:52:00
"554673","ICES/35EUENQ630b0","0f01","B","8/23/1995","07:37",4.5137,43.1065,0,45.1,0,14.33,0,38.094,0,NA,NA,1995-08-23 07:37:00
